"","barcode01.csv","barcode02.csv","barcode03.csv","barcode04.csv","barcode05.csv","barcode06.csv","barcode07.csv","barcode09.csv","barcode10.csv","barcode11.csv","barcode12.csv","barcode13.csv","barcode14.csv","barcode15.csv","barcode16.csv","barcode17.csv","barcode18.csv","barcode19.csv","barcode20.csv","barcode21.csv","barcode22.csv","barcode23.csv","barcode24.csv","barcode25.csv","barcode26.csv","barcode27.csv","barcode28.csv","barcode29.csv","barcode30.csv","barcode31.csv","barcode32.csv","barcode33.csv","barcode34.csv","barcode37.csv","barcode38.csv","barcode39.csv","barcode40.csv","barcode41.csv","barcode42.csv","barcode43.csv","barcode44.csv","barcode45.csv","barcode46.csv","barcode47.csv","barcode48.csv","barcode49.csv","barcode50.csv","barcode51.csv","barcode52.csv","barcode53.csv","barcode54.csv","barcode55.csv","barcode56.csv","barcode57.csv","barcode58.csv","barcode59.csv","barcode60.csv","barcode61.csv","barcode62.csv","barcode63.csv","barcode64.csv","barcode65.csv","barcode66.csv","barcode67.csv","barcode68.csv","barcode69.csv","barcode70.csv","barcode71.csv","barcode72.csv","barcode73.csv","barcode74.csv","barcode75.csv","barcode76.csv","barcode77.csv","barcode78.csv","barcode79.csv","barcode80.csv","barcode81.csv","barcode82.csv","barcode83.csv","barcode84.csv","barcode85.csv","barcode86.csv","barcode87.csv","barcode88.csv","barcode89.csv","barcode90.csv","barcode91.csv","barcode92.csv","barcode93.csv","barcode94.csv","barcode95.csv","barcode96.csv"
"k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp",92,118,448,3,1,2,34895,29,20,567,1,18304,2,2,0,139,151,1,94536,17513,1,2221,1,106,0,2328,30932,6867,109,4,0,108,1,296,575,6839,1,106,1301,2720,50627,3,2217,7384,0,96,4,1,1,18813,29759,20776,0,93,221,1,8,2059,1,10,0,95,2665,1,2,100,3,1,7,97,8644,11401,113,11437,8883,0,0,134,1,15014,16061,1,2,0,0,118,293,4313,1,1,1,1,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Mollisiaceae;g__Mollisia;s__Mollisia_rava",0,0,0,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,1,0,0,0,0,2,897,72,2167,0,0,0,0,0,0,32,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Mollisiaceae;g__Phialocephala;s__Phialocephala_oblonga",0,0,0,1,11,35,1,0,0,19,1,290,0,1,0,0,0,207,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,3,1,31,36,3,0,0,0,4,1,0,0,4,0,0,0,18,0,3,0,568,0,0,0,0,0,0,2,0,0,0,0,4,0,3,1,1,0,0,0,0,1,2,1,1,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Mollisiaceae;g__Phialocephala;s__Phialocephala_virens",0,0,0,4,127,1,32,0,0,0,1,133,1,1,0,0,0,0,1,1,4,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,31,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,3,0,0,0,0,3,3,2,748,0,0,0,0,0,0,5,1,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Mollisiaceae;g__Tapesia;s__Tapesia_fusca",0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_cereale",0,0,0,1,0,0,3,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,1,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_flavum",0,0,0,1,1,0,2,0,0,1,0,98,0,0,0,0,0,0,1,20,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,9,3,1,2,5,0,0,30,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,2,0,11,0,0,0,1,1,0,1,1764,0,0,0,8,1,3,14,2,0,0,0,0,1,2,1,4,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_griseum",0,0,0,2,680,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,225,0,1,0,15,15,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,1,8,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,19,1,19,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_muniellense",0,0,0,3,168,51,2,0,0,101,1,2,20,0,0,0,0,35,1,1,6,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,6,4,0,0,1,37,1,226,1,2,0,0,0,66,21,157,10,0,0,0,1,2,16,0,1,0,0,0,1,1,0,4,8,0,0,0,1,1,1,1,0,0,0,0,5,1,38,1,1,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_pilicola",0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_ramosum",0,0,0,2,0,111,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1862,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_rhodogenum",0,0,0,5,144,0,22,0,0,0,0,0,32,0,0,0,0,1,0,2,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,38,0,0,16,25,0,9,1,3,0,0,0,0,59,0,1,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,20,0,0,0,2,0,0,0,0,0,0,0,0,3,1,964,1,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_truncatum",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Neolauriomycetaceae;g__Neolauriomyces;s__Neolauriomyces_beijingensis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Neolauriomycetaceae;g__Neolauriomyces;s__Neolauriomyces_eucalypti",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11273,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Pezizellaceae;g__Calycina;s__Calycina_sp",0,0,0,2,0,27,0,0,0,0,1,1,3,1,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,10,12,0,0,0,0,6,0,11,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,4,0,0,0,0,1,0,15,32,0,0,0,0,0,0,20,1,0,0,0,4,15,1,2,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Pezizellaceae;g__Ciliolarina;s__Ciliolarina_laricina",0,0,0,1,0,0,0,0,0,0,1,168,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,4,0,0,0,0,0,1,1,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Pezizellaceae;g__Hamatocanthoscypha;s__Hamatocanthoscypha_sp",0,0,0,3,1,1,1,0,0,14,3,148,6,0,0,0,0,0,3,5,1,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,8,7,19,2,0,0,1,0,10,1,78,1,8,0,0,0,0,10,0,0,0,0,0,0,2,3,0,2,0,0,0,65,4,0,1,4,0,0,0,1,3,1,1,10,0,0,0,0,16,19,70,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Pezizellaceae;g__Psilachnum;s__Psilachnum_sp",0,0,0,2,0,0,0,0,0,0,1,42,0,0,0,0,0,0,3,0,42,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,28,0,0,0,0,0,0,0,44,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,2092,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Pezizellaceae;g__Rodwayella;s__Rodwayella_sp",0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Pezizellaceae;g__Xenopolyscytalum;s__Xenopolyscytalum_pinea",0,0,0,1,9,7,1,0,0,0,8,1,3,0,0,0,0,1,2,1,1,0,0,0,0,2,1,1,0,0,0,0,73,0,5,9,0,0,5,68,5,5,0,0,0,0,6,59,2,20,1,1,0,0,21,0,1,19,1,0,0,0,0,3,9,0,31,0,0,0,1,1,0,0,1,0,0,0,1,2,1,133,12,0,0,0,0,2,127,1158,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Ploettnerulaceae;g__Cadophora;s__Cadophora_malorum",0,0,0,5270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Rutstroemiaceae;g__Lambertella;s__Lambertella_tubulosa",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Pycnopeziza;s__Pycnopeziza_sp",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Tricladiaceae;g__Halenospora;s__Halenospora_sp",0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Vibrissea;s__Vibrissea_flavovirens",0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,35,1,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Leotiaceae;g__Miniancora;s__Miniancora_sp",0,0,0,1,0,0,0,0,0,0,0,5,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,3,0,5,0,0,0,0,1,5,0,4,0,0,0,0,0,0,0,235,0,0,0,116,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,1,167,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Leotiales_fam_Incertae_sedis;g__Flagellospora;s__Flagellospora_saccata",0,0,0,1,4,1,0,0,0,7,1,0,1,2,0,0,1,2,34,118,1,2,0,0,0,1,9,26,0,0,0,0,0,22,0,0,0,0,68,0,1,1,1,1,0,0,0,2,1,1,1,2,0,0,0,0,3,0,185,0,0,0,3,0,2,0,11,0,0,13,5,2,0,0,5,0,0,0,1,2,1,1,4,0,0,0,0,1,16,4,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Leotiales_fam_Incertae_sedis;g__Flagellospora;s__Flagellospora_sp",0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,1,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Tympanidaceae;g__Aotearoamyces;s__Aotearoamyces_nothofagi",0,0,0,1,1,0,19,0,0,0,1,0,0,0,0,0,0,0,29,5,75,0,0,0,0,1,5,17,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,7,0,0,0,0,9,1,257,1,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Tympanidaceae;g__Claussenomyces;s__Claussenomyces_kirschsteinianus",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Tympanidaceae;g__Pallidophorina;s__Pallidophorina_paarla",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12330,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,66,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Tympanidaceae;g__Tympanis;s__Tympanis_sp",0,0,0,1,0,0,93,0,0,0,0,41,1,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,235,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,26,0,0,0,58,0,0,162,28,0,0,0,0,0,1,57,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Tympanidaceae;g__Variabilispora;s__Variabilispora_flava",0,0,0,1,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,2,0,77,0,0,0,0,0,1,0,0,0,0,0,2,17,1,286,0,0,0,0,0,0,94,9,0,0,0,2,8,2,1,2,0,0,0,0,1,10,90,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Tympanidaceae;g__Variabilispora;s__Variabilispora_sp",0,0,0,1,1,0,2,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,1,28,8,1,0,0,1,0,0,0,0,0,0,111,1,10,163,0,0,0,0,0,0,0,37,4,1,0,0,0,3,27,0,193,0,0,0,0,1,5,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,1,1,13,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Crinula;s__Crinula_caliciiformis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Epicladonia;s__Epicladonia_sandstedei",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1446,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Epicladonia;s__Epicladonia_sp",0,0,0,124,1,1,0,0,1,0,1,3,1,0,0,0,0,4,0,1,1,2,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,9,0,1,0,0,0,0,0,2,1,0,0,0,0,0,6,0,0,0,0,0,0,8,2,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,3,2,3143,0,0,0,3,20,1,8,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Gorgomyces;s__Gorgomyces_honrubiae",0,0,0,3,4,12107,0,0,0,0,0,0,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,4,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Gorgomyces;s__Gorgomyces_sp",0,0,0,7,86,0,12522,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6178,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,90,0,1,0,0,0,0,0,0,0,1,7,3,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Patinella;s__Patinella_sp",0,0,0,30,0,0,0,0,0,0,0,6,0,0,0,0,0,23,1,4,1,0,0,0,0,0,2,1,0,0,0,0,0,13,2,0,0,0,0,1,1,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Phacidiales;f__Phacidiaceae;g__Phacidiopycnis;s__Phacidiopycnis_sp",0,0,0,1,0,12,2,0,0,5,0,1,2,0,0,0,0,1,0,1,3,0,0,0,0,1,1,1,0,0,0,0,0,11,0,0,0,0,0,5,0,5721,2,0,0,0,1499,0,5,25,0,0,0,0,0,1,0,493,0,0,0,0,0,1,0,1,1,0,0,0,59,0,0,4,0,0,0,0,0,3,0,39,2,0,0,0,0,0,1154,1,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Phacidiales;f__Phacidiaceae;g__Phacidium;s__Phacidium_calderae",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Phacidiales;f__Phacidiaceae;g__Phacidium;s__Phacidium_italicum",0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Phacidiales;f__Phacidiaceae;g__Strasseria;s__Strasseria_geniculata",0,0,0,2,0,0,1,0,0,0,0,1,173,0,0,0,0,0,2,1,1,0,0,0,0,3,0,0,0,1,0,0,0,108,0,1,0,0,0,1,0,9,0,0,0,0,14,0,1,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,3,0,0,0,1,0,4,2,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Phacidiales;f__Phacidiales_fam_Incertae_sedis;g__Phacidiales_gen_Incertae_sedis;s__Phacidiales_sp",0,0,0,3,4,0,0,0,0,0,2,1,3,0,0,0,0,1,16,3,3,1,0,0,0,79,0,1,0,0,0,0,0,24,0,1,0,0,1,0,1,1,0,97,0,0,2,0,1,1,1,43,0,0,0,1,3,0,103,0,0,0,1,3,6,0,5,0,0,0,0,0,0,1,1,0,0,0,0,3,0,3,0,0,0,0,1,41,1,1,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Coccomyces;s__Coccomyces_sp",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,1,2,1,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Colpoma;s__Colpoma_sp",0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium_conigenum",0,0,0,2,9,0,0,0,0,1,2,0,0,0,0,0,0,1,6,9,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62,0,0,0,0,13,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,11,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,3,1,1,75,0,0,0,0,0,1,13,5,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Therrya;s__Therrya_pini",0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
